Product Name,Set Name,Sell Price
"Rakdos, Lord of Riots",Return to Ravnica,2.54
Helm of Kaldra,Fifth Dawn,4.70
The Eon Fog,Planechase,3.69
"Borrowing 100,000 Arrows",Portal Three Kingdoms,2.55
Gemstone Mine,Weatherlight,6.86
Tolarian Entrancer,Weatherlight,0.98
Ancestral Knowledge,Weatherlight,1.59
Inner Sanctum,Weatherlight,0.57
Mind Stone,Weatherlight,0.76
Doomsday,Weatherlight,4.57
Infernal Tribute,Weatherlight,1.89
Elemental Token,Theros,0.76
Veteran Explorer,Weatherlight,1.22
Dwarven Thaumaturgist,Weatherlight,0.53
Fervor,Weatherlight,0.90
Alabaster Dragon,Weatherlight,0.62
Argivian Find,Weatherlight,0.54
Junun Efreet,Arabian Nights,21.00
Pact of the Titan,Future Sight,4.15
Anaba Spirit Crafter,Homelands,2.14
An-Zerrin Ruins,Homelands,2.31
Daughter of Autumn,Homelands,0.37
Merchant Scroll,Homelands,3.55
Mystic Decree,Homelands,0.80
Narwhal,Homelands,1.45
Veldrane of Sengir,Homelands,0.41
Winter Sky,Homelands,0.55
Tundra,Revised Edition,225.00
Animate Dead,Revised Edition,1.26
Shivan Dragon,Revised Edition,1.31
Basalt Monolith,Revised Edition,1.05
Tracker,The Dark,3.00
Howling Mine,Revised Edition,3.34
Sol Ring,Revised Edition,5.23
Bad Moon,Revised Edition,1.31
Nightmare,Revised Edition,0.74
Will-o'-the-Wisp,Revised Edition,1.33
Drain Power,Revised Edition,0.83
Mana Short,Revised Edition,0.69
Serendib Efreet,Revised Edition,1.23
Taiga,Unlimited Edition,213.99
Lich,Unlimited Edition,55.00
Armageddon,Unlimited Edition,50.47
Force of Nature,Unlimited Edition,7.42
Nether Shadow,Unlimited Edition,8.78
Mana Short,Unlimited Edition,7.04
Counterspell,Unlimited Edition,15.09
Jayemdae Tome,Unlimited Edition,44.77
Animate Dead,Unlimited Edition,4.93
Basalt Monolith,Unlimited Edition,4.58
Black Vise,Unlimited Edition,7.19
Clockwork Beast,Unlimited Edition,2.32
Sensei's Divining Top,Champions of Kamigawa,12.99
Icy Manipulator,Unlimited Edition,25.22
Mana Vault,Unlimited Edition,79.99
Bomat Courier,Kaladesh,1.12
Sunglasses of Urza,Unlimited Edition,8.00
The Hive,Unlimited Edition,23.24
Time Vault,Unlimited Edition,599.00
AEther Vial,Modern Masters,37.07
Command Beacon,Commander 2015,8.41
Phyrexian Arena,Eighth Edition,6.59
Jade Statue,Unlimited Edition,1.56
Darkpact,Unlimited Edition,3.75
Deathlace,Unlimited Edition,2.57
Demonic Attorney,Unlimited Edition,2.28
Demonic Tutor,Unlimited Edition,41.99
Evil Presence,Unlimited Edition,0.54
Mind Twist,Unlimited Edition,40.69
Nettling Imp,Unlimited Edition,0.89
Royal Assassin,Unlimited Edition,22.32
Scavenging Ghoul,Unlimited Edition,0.38
Sinkhole,Unlimited Edition,12.30
Terror,Unlimited Edition,0.67
Molten-Tail Masticore,Scars of Mirrodin,0.62
Mountain (B),Unlimited Edition,0.80
"Mine, Mine, Mine!",Unglued,0.95
Wall of Bone,Unlimited Edition,0.40
Wrath of God,Seventh Edition,6.15
Demonic Tutor,Duel Decks: Anthology,44.95
Word of Command,Unlimited Edition,68.62
Ancestral Recall,Unlimited Edition,1799.96
Orochi Hatchery,Champions of Kamigawa,0.52
Phantasmal Forces,Unlimited Edition,0.42
Psionic Blast,Unlimited Edition,16.95
Vesuvan Doppelganger,Unlimited Edition,19.99
Wall of Air,Unlimited Edition,0.39
Camouflage,Unlimited Edition,1.06
Channel,Unlimited Edition,1.23
Cockatrice,Unlimited Edition,5.83
Fungusaur,Unlimited Edition,4.18
Gaea's Liege,Unlimited Edition,4.05
Hurricane,Unlimited Edition,0.89
Lifelace,Unlimited Edition,1.86
Living Artifact,Unlimited Edition,2.73
Llanowar Elves,Unlimited Edition,1.00
Natural Selection,Unlimited Edition,95.00
Orzhov Charm,Gatecrash,0.25
Tsunami,Unlimited Edition,0.64
Wild Growth,Unlimited Edition,0.35
Chaoslace,Unlimited Edition,2.00
Royal Assassin,Revised Edition,1.49
Dragon Whelp,Unlimited Edition,1.50
Dwarven Demolition Team,Unlimited Edition,0.51
Fire Elemental,Unlimited Edition,0.45
Fireball,Unlimited Edition,0.64
Flashfires,Unlimited Edition,0.50
Goblin Balloon Brigade,Unlimited Edition,0.91
Mana Flare,Unlimited Edition,10.00
Power Surge,Unlimited Edition,2.38
Raging River,Unlimited Edition,59.75
Roc of Kher Ridges,Unlimited Edition,23.99
Rock Hydra,Unlimited Edition,18.34
Sedge Troll,Unlimited Edition,24.95
Battlegrace Angel,Shards of Alara,0.76
Two-Headed Giant of Foriys,Unlimited Edition,16.04
Balance,Unlimited Edition,33.01
Blue Ward,Unlimited Edition,0.36
Castle,Unlimited Edition,0.45
Crusade,Unlimited Edition,25.84
Island Sanctuary,Unlimited Edition,9.55
Northern Paladin,Unlimited Edition,4.56
Purelace,Unlimited Edition,2.28
Red Ward,Unlimited Edition,0.42
Wall of Swords,Unlimited Edition,0.47
Wrath of God,Unlimited Edition,47.26
Forest (A),Unlimited Edition,0.90
Island (C),Unlimited Edition,1.19
Vesuvan Doppelganger,Limited Edition Beta,200.00
Force of Nature,Limited Edition Beta,99.00
Forest - Full Art,Unhinged,9.35
Swamp (A),Limited Edition Beta,15.00
Hurricane,Limited Edition Beta,10.15
Fog,Limited Edition Beta,5.87
Flash,Classic Sixth Edition,3.59
Basalt Monolith,Limited Edition Beta,93.20
Conservator,Limited Edition Beta,2.56
Cyclopean Tomb,Limited Edition Beta,106.99
Maelstrom Wanderer,Planechase 2012 Edition,7.70
The Hive,Limited Edition Alpha,149.99
Icy Manipulator,Limited Edition Beta,64.68
Iron Star,Limited Edition Beta,2.38
Jayemdae Tome,Limited Edition Beta,472.48
Fire Dragon,Portal,4.19
Library of Leng,Limited Edition Beta,21.39
Living Wall,Limited Edition Beta,4.88
"Venser, the Sojourner",Scars of Mirrodin,11.68
Nevinyrral's Disk,Limited Edition Beta,374.49
Obsianus Golem,Limited Edition Beta,6.41
Sol Ring,Limited Edition Beta,187.46
Soul Net,Limited Edition Beta,2.10
Throne of Bone,Limited Edition Beta,1.82
Wooden Sphere,Limited Edition Beta,3.20
Bad Moon,Limited Edition Beta,132.10
Darkpact,Limited Edition Beta,31.43
Deathgrip,Limited Edition Beta,6.10
Deathlace,Limited Edition Beta,32.09
Demonic Tutor,Limited Edition Beta,187.68
Drain Life,Limited Edition Beta,18.49
Fear,Limited Edition Beta,0.79
Frozen Shade,Limited Edition Beta,0.98
Lich,Limited Edition Beta,189.99
Mind Twist,Limited Edition Beta,497.49
Nettling Imp,Limited Edition Beta,11.84
Paralyze,Limited Edition Beta,9.65
Sword of the Animist,Magic Origins,2.09
Scathe Zombies,Limited Edition Beta,1.18
Sengir Vampire,Limited Edition Beta,74.13
Sunglasses of Urza,Limited Edition Beta,39.73
Castle,Limited Edition Beta,5.75
Terror,Limited Edition Beta,10.69
Unholy Strength,Limited Edition Beta,9.99
Weakness,Limited Edition Beta,1.40
Will-o'-the-Wisp,Limited Edition Beta,63.79
Wu Longbowman,Portal Three Kingdoms,1.03
Zombie Master,Limited Edition Beta,82.42
Braingeyser,Limited Edition Beta,178.71
Flight,Limited Edition Beta,0.94
Pirate Ship,Limited Edition Beta,42.44
Power Sink,Limited Edition Beta,15.19
Prodigal Sorcerer,Limited Edition Beta,4.27
Psionic Blast,Limited Edition Beta,56.54
Spell Blast,Limited Edition Beta,3.20
Unsummon,Limited Edition Beta,5.49
Volcanic Eruption,Limited Edition Beta,27.03
Blue Elemental Blast,Limited Edition Beta,8.23
Wandering Fumarole,Oath of the Gatewatch,1.85
Berserk,Limited Edition Beta,202.10
Channel,Limited Edition Beta,20.61
Phantasmal Forces,Limited Edition Beta,2.93
Elvish Archers,Limited Edition Beta,122.74
Fastbond,Limited Edition Beta,256.00
Gaea's Liege,Limited Edition Beta,38.05
Giant Growth,Limited Edition Beta,8.23
Instill Energy,Limited Edition Beta,16.04
Island (235a),Zendikar,0.26
Ironroot Treefolk,Limited Edition Beta,0.94
Ley Druid,Limited Edition Beta,3.45
Lifeforce,Limited Edition Beta,30.08
Living Artifact,Limited Edition Beta,40.46
Lure,Limited Edition Beta,4.59
Natural Selection,Limited Edition Beta,90.24
Scryb Sprites,Limited Edition Beta,6.42
Shanodin Dryads,Limited Edition Beta,0.95
Stream of Life,Limited Edition Beta,2.12
Timber Wolves,Limited Edition Beta,34.32
Tranquility,Limited Edition Beta,2.30
Tsunami,Limited Edition Beta,10.09
Will-o'-the-Wisp (IE),International Edition,6.88
Wall of Brambles,Limited Edition Beta,5.00
Wall of Ice,Limited Edition Beta,8.30
Wanderlust,Limited Edition Beta,1.77
War Mammoth,Limited Edition Beta,0.91
Web,Limited Edition Beta,29.95
Chaoslace,Limited Edition Beta,36.04
Disintegrate,Limited Edition Beta,5.45
Dwarven Demolition Team,Limited Edition Beta,3.95
Earthquake,Limited Edition Beta,159.76
Fire Elemental,Limited Edition Beta,11.01
Desperate Ritual,Champions of Kamigawa,2.04
Firebreathing,Limited Edition Beta,0.90
Flashfires,Limited Edition Beta,7.59
Gray Ogre,Limited Edition Beta,0.99
Keldon Warlord,Limited Edition Beta,10.38
Power Surge,Limited Edition Beta,34.99
Raging River,Limited Edition Beta,72.45
Red Elemental Blast,Limited Edition Beta,20.82
Secluded Glen,Lorwyn,4.70
Rock Hydra,Limited Edition Beta,64.49
Stone Rain,Limited Edition Beta,14.36
Tunnel,Limited Edition Beta,3.20
Uthden Troll,Limited Edition Beta,8.67
Wall of Fire,Limited Edition Beta,1.81
Grimoire Thief,Morningtide,1.92
Armageddon,Limited Edition Beta,267.80
Sigil of Distinction,Shards of Alara,1.28
Blue Ward,Limited Edition Beta,3.99
Circle of Protection: Black,Limited Edition Beta,1.82
Circle of Protection: Red,Limited Edition Beta,15.00
Circle of Protection: White,Limited Edition Beta,1.24
Regrowth,Limited Edition Beta,82.50
Healing Salve,Limited Edition Beta,1.06
Holy Armor,Limited Edition Beta,0.97
Underground Sea,Unlimited Edition,1973.30
Red Ward,Limited Edition Beta,2.13
Resurrection,Limited Edition Beta,11.06
White Ward,Limited Edition Beta,1.88
Wrath of God,Limited Edition Beta,310.48
Coralhelm Commander,Rise of the Eldrazi,1.85
Inventors' Fair,Kaladesh,1.00
Proper Burial,Dissension,0.98
Time Warp,Magic 2010,16.63
Unified Will,Rise of the Eldrazi,2.57
Near-Death Experience,Rise of the Eldrazi,0.49
Reality Spasm,Rise of the Eldrazi,0.21
Prophetic Prism,Rise of the Eldrazi,0.16
Throne of Bone,Limited Edition Alpha,9.22
Brushland,Ninth Edition,8.38
Sickening Shoal,Betrayers of Kamigawa,1.78
Groundswell,Worldwake,0.92
Ancient Stirrings,Rise of the Eldrazi,3.15
Kalastria Highborn,Worldwake,5.54
Archive Trap,Zendikar,8.38
Summoning Trap,Zendikar,0.88
Comet Storm,Worldwake,0.98
Leatherback Baloth,Worldwake,0.99
Teferi's Response,Invasion,1.03
Everflowing Chalice,Worldwake,0.42
Jwari Shapeshifter,Worldwake,1.64
Quest for Ula's Temple,Worldwake,1.66
Shadowborn Apostle,Magic 2014 Core Set,1.86
Urza's Power Plant (Bug),Chronicles,1.40
Soulless One,Planechase,2.31
"Lorthos, the Tidemaker",Zendikar,1.13
Chandra Ablaze,Zendikar,6.28
Celestial Colonnade,Worldwake,51.89
Urza's Tower (Plains),Chronicles,1.32
Hissing Quagmire,Oath of the Gatewatch,1.86
Adarkar Wastes,Fifth Edition,5.37
Desperate Ritual,Duel Decks: Mind vs. Might,1.99
Scouting Trek,Invasion,0.54
Paradoxical Outcome,Kaladesh,0.44
"Atalya, Samite Master",Invasion,0.53
Fellwar Stone,Magic: The Gathering-Commander,0.81
Followed Footsteps,Ravnica: City of Guilds,1.72
Goblin Piledriver,Magic Origins,2.10
Reckless Charge,Odyssey,0.19
Bring to Light,Battle for Zendikar,0.42
Sea Gate Oracle,Rise of the Eldrazi,0.18
Bend or Break,Invasion,0.45
Water Elemental,Limited Edition Beta,2.36
Thicket Elemental,Invasion,0.37
Kavu Lair,Invasion,0.44
Codex Shredder,Return to Ravnica,0.26
"Kangee, Aerie Keeper",Invasion,0.79
Sabertooth Nishoba,Invasion,0.36
"Rith, the Awakener",Invasion,1.58
Serra Avenger,Magic 2013,1.95
Coalition Victory,Invasion,0.49
"Darigaaz, the Igniter",Invasion,0.93
"Crosis, the Purger",Invasion,2.78
Exhume,Battle Royale Box Set,1.90
Rolling Thunder,Battle Royale Box Set,0.55
Disruptive Student,Battle Royale Box Set,0.28
Seeker of Skybreak,Battle Royale Box Set,0.46
Political Trickery,Mirage,1.93
Dance of the Dead,Ice Age,1.91
Bad River,Mirage,2.50
Cadaverous Bloom,Mirage,1.23
Carrion,Mirage,0.60
Circle of Despair,Mirage,0.59
Crystal Vein,Mirage,0.44
Energy Bolt,Mirage,0.47
Enlightened Tutor,Mirage,11.17
Final Fortune,Mirage,1.33
Flash,Mirage,3.35
Grasslands,Mirage,0.62
Hall of Gemstone,Mirage,4.08
Harbinger of Night,Mirage,4.75
Illicit Auction,Mirage,0.91
Infernal Contract,Mirage,0.55
Jungle Patrol,Mirage,0.42
Mangara's Tome,Mirage,1.13
Mountain Valley,Mirage,1.25
Natural Balance,Mirage,1.25
Null Chamber,Mirage,0.51
Paupers' Cage,Mirage,0.47
Tainted AEther,Seventh Edition,3.64
Purraj of Urborg,Mirage,0.42
Seeds of Innocence,Mirage,1.69
"Shauku, Endbringer",Mirage,6.09
Shimmer,Mirage,3.36
Soul Echo,Mirage,0.44
Teeka's Dragon,Mirage,1.67
Teferi's Isle,Mirage,1.89
Purgatory,Mirage,0.67
Waiting in the Weeds,Mirage,0.48
Zirilan of the Claw,Mirage,7.27
"Zuberi, Golden Feather",Mirage,0.58
Phelddagrif,Alliances,4.49
Varchild's War-Riders,Alliances,2.36
Phyrexian Devourer,Alliances,7.58
Soldevi Excavations,Alliances,3.56
Sustaining Spirit,Alliances,3.25
Thawing Glaciers,Alliances,9.83
Tornado,Alliances,0.48
Sword of the Paruns,Guildpact,0.53
Bronze Bombshell,Dissension,1.30
Tidespout Tyrant,Dissension,9.17
Protean Hulk,Dissension,10.85
Sprouting Phytohydra,Dissension,2.07
Avatar of Discord,Dissension,1.24
Spellstutter Sprite,Modern Masters,1.11
Coiling Oracle,Dissension,0.25
Court Hussar,Dissension,0.45
Exhaustion,Portal,1.25
Demonfire,Dissension,0.76
Dovescape,Dissension,4.55
Rise // Fall,Dissension,0.98
Pain Magnification,Dissension,0.47
Pride of the Clouds,Dissension,6.79
Simic Guildmage,Dissension,0.56
Mountain,Mirage,0.15
Shivan Reef,Apocalypse,3.77
Hurkyl's Recall,Modern Masters 2015 Edition,3.73
Seahunter,Nemesis,1.35
Pale Moon,Nemesis,0.57
Massacre,Nemesis,0.60
Armory Automaton,Commander 2016,0.99
Stronghold Gambit,Nemesis,3.73
Harmonize,Magic Player Rewards,4.28
"Predator, Flagship",Nemesis,0.86
Belbe's Portal,Nemesis,6.94
Obliterate,Invasion,2.39
Skizzik,Invasion,0.64
Ebon Stronghold,Beatdown Box Set,0.35
Dwarven Ruins,Beatdown Box Set,0.30
Spinneret Sliver,Time Spiral,0.60
Mountain,Beatdown Box Set,0.37
Diabolic Edict,Beatdown Box Set,1.64
Sepulchral Primordial,Gatecrash,1.10
"Oboro, Palace in the Clouds",Saviors of Kamigawa,18.80
Archangel of Thune,Magic 2014 Core Set,17.02
Glaring Spotlight,Gatecrash,0.52
Wall of Roots,Mirage,0.75
Riven Turnbull,Legends,0.93
Karplusan Forest,Seventh Edition,3.86
Lord of Atlantis,Seventh Edition,6.09
Infernal Contract,Seventh Edition,0.49
Comet Storm,Modern Masters 2015 Edition,0.82
Preyseizer Dragon,Planechase 2012 Edition,3.37
Opposition,Seventh Edition,4.37
Reverse Damage,Seventh Edition,0.37
Swamp (1996),Arena Promos,6.83
Sisay's Ring,Seventh Edition,0.26
The Dead Shall Serve,Archenemy,0.77
Static Orb,Seventh Edition,6.39
Sleight of Hand,Seventh Edition,4.44
Blanchwood Armor,Seventh Edition,0.32
Blood Pet,Seventh Edition,0.19
Crypt Rats,Seventh Edition,0.76
Caltrops,Seventh Edition,0.36
Boil,Seventh Edition,0.67
Bedlam,Seventh Edition,0.49
Glorious Anthem,Seventh Edition,0.93
Memory Lapse,Seventh Edition,0.18
Sword of the Ages,Legends,67.33
Deathgrip,Limited Edition Alpha,20.95
Arena of the Ancients,Legends,41.74
Aven Mindcensor,Future Sight,2.44
Bronze Horse,Legends,1.90
Gauntlets of Chaos,Legends,2.55
Green Mana Battery,Legends,0.60
Life Matrix,Legends,17.96
Searing Blaze,Magic Player Rewards,5.05
North Star,Legends,13.82
Red Mana Battery,Legends,0.77
Relic Barrier,Legends,3.14
Sentinel,Legends,3.47
Serpent Generator,Legends,4.18
Chains of Mephistopheles,Legends,472.95
Evil Eye of Orms-by-Gore,Legends,0.82
Greed,Legends,30.87
Horror of Horrors,Legends,0.50
Infernal Medusa,Legends,1.46
Lesser Werewolf,Legends,0.77
Great Sable Stag,Magic 2010,0.60
_____,Unhinged,0.55
The Wretched,Legends,6.24
Touch of Darkness,Legends,1.24
Walking Dead,Legends,0.45
Wall of Tombstones,Legends,0.98
Backfire,Legends,0.77
Field of Dreams,Legends,56.99
Boomerang,Legends,0.52
Sea Kings' Blessing,Legends,0.75
Segovian Leviathan,Legends,0.43
Telekinesis,Legends,38.99
Teleport,Legends,2.48
Wall of Wonder,Legends,0.41
Arboria,Legends,7.91
Floral Spuzzem,Legends,1.27
Ichneumon Druid,Legends,1.05
Killer Bees,Legends,18.79
Maelstrom Archangel,Conflux,14.86
Pixie Queen,Legends,17.26
Regeneration,Limited Edition Alpha,7.38
Rebirth,Legends,2.07
Sylvan Library,Legends,50.88
Willow Satyr,Legends,47.50
Desert,Arabian Nights,2.04
Beasts of Bogardan,Legends,0.39
Frost Giant,Legends,0.43
Kobold Drill Sergeant,Legends,2.80
Kobold Taskmaster,Legends,1.51
Spinal Villain,Legends,31.50
Wall of Opposition,Legends,1.96
Austere Command,Lorwyn,8.73
Elder Land Wurm,Legends,4.28
Tempest Efreet,Legends,1.89
Tendrils of Agony,Scourge,2.22
Greater Realm of Preservation,Legends,1.38
Holy Day,Legends,0.61
Lifeblood,Legends,18.88
Seeker,Legends,0.42
Blood Lust,Legends,7.07
Goblin Sharpshooter,Commander 2013 Edition,2.06
Bartel Runeaxe,Legends,31.21
Dakkon Blackblade,Legends,16.20
Jasmine Boreal,Legends,0.79
Zodiac Tiger,Portal Three Kingdoms,6.68
Alert Shu Infantry,Portal Three Kingdoms,1.92
Wei Night Raiders,Portal Three Kingdoms,9.16
Flanking Troops,Portal Three Kingdoms,1.13
Taunting Challenge,Portal Three Kingdoms,3.99
Kongming's Contraptions,Portal Three Kingdoms,6.51
Riding Red Hare,Portal Three Kingdoms,2.51
Ravages of War,Portal Three Kingdoms,195.65
Shu General,Portal Three Kingdoms,2.00
Blaze,Portal Three Kingdoms,2.64
Wei Infantry,Portal Three Kingdoms,0.42
Rolling Earthquake,Portal Three Kingdoms,64.19
Exhaustion,Portal Three Kingdoms,4.78
Wu Spy,Portal Three Kingdoms,5.84
Control of the Court,Portal Three Kingdoms,8.00
Imperial Recruiter,Portal Three Kingdoms,255.00
"Diaochan, Artful Beauty",Portal Three Kingdoms,38.23
Saheeli Rai,Kaladesh,4.36
"Cao Cao, Lord of Wei",Portal Three Kingdoms,11.16
Borrowing the East Wind,Portal Three Kingdoms,11.72
Eightfold Maze,Portal Three Kingdoms,7.58
Woodland Cemetery,Innistrad,5.92
Misfortune's Gain,Portal Three Kingdoms,0.42
Captain Sisay,Invasion,18.86
Poison Arrow,Portal Three Kingdoms,2.96
"Xiahou Dun, the One-Eyed",Portal Three Kingdoms,86.58
"Guan Yu's 1,000-Li March",Portal Three Kingdoms,17.19
False Mourning,Portal Three Kingdoms,5.00
Council of Advisors,Portal Three Kingdoms,22.97
"Lu Su, Wu Advisor",Portal Three Kingdoms,10.60
"Lu Xun, Scholar General",Portal Three Kingdoms,7.73
Spoils of Victory,Portal Three Kingdoms,8.54
"Sima Yi, Wei Field Marshal",Portal Three Kingdoms,4.30
Defense Grid,Urza's Legacy,6.41
Bloodchief Ascension,Zendikar,7.83
Toxin Sliver,Legions,5.20
"Zhao Zilong, Tiger General",Portal Three Kingdoms,20.46
Lady Sun,Portal Three Kingdoms,27.50
"Zhang Liao, Hero of Hefei",Portal Three Kingdoms,13.96
Riding the Dilu Horse,Portal Three Kingdoms,102.54
"Meng Huo, Barbarian King",Portal Three Kingdoms,38.49
Simian Spirit Guide,Planar Chaos,5.46
Thing from the Deep,Portal,0.98
Temporary Truce,Portal,3.10
Island - Unglued,Unglued,7.13
My Undead Horde Awakens,Archenemy,6.06
Mercenary Knight,Portal,3.71
Cruel Fate,Portal,0.59
Nature's Ruin,Portal,1.31
Mind Bomb,The Dark,0.92
Personal Tutor,Portal,15.86
Taunt,Portal,0.72
Desperate Ritual,Modern Masters,2.05
Summer Bloom,Portal,2.72
Heedless One,Duel Decks: Elves vs. Goblins,1.94
Disciple of Bolas,Commander 2014,1.31
Devastation,Portal,20.48
Earthquake,Portal,1.19
Mobilize,Portal,1.80
Fire Tempest,Portal,0.84
Forked Lightning,Portal,0.83
Blinding Light,Portal,0.63
Forest (246) - Full Art,Zendikar,0.75
Spiritual Guardian,Portal,0.69
Stern Marshal,Portal,0.71
Wrath of God,Portal,8.45
Corrupt Eunuchs,Portal Three Kingdoms,1.80
Cranial Plating,Modern Masters 2015 Edition,0.72
Phyrexian Soulgorger,Coldsnap,3.49
Grindstone,Tempest,8.69
Cursed Scroll,Tempest,5.30
Unstable Shapeshifter,Tempest,0.45
Starke of Rath,Tempest,0.56
Altar of Dementia,Tempest,3.96
Jet Medallion,Tempest,4.74
Pearl Medallion,Tempest,3.08
Static Orb,Tempest,6.56
Bounty Hunter,Tempest,3.60
Commander Greven il-Vec,Tempest,0.64
Corpse Dance,Tempest,12.99
Diabolic Edict,Tempest,0.63
Dread of Night,Tempest,1.14
Extinction,Tempest,0.86
Propaganda,Tempest,5.00
Time Warp,Tempest,15.26
Muscle Sliver,Tempest,0.69
Recycle,Tempest,1.30
Verdant Force,Tempest,0.81
Apocalypse,Tempest,5.32
"Orim, Samite Healer",Tempest,0.62
Winds of Rath,Tempest,1.66
Skyshroud Forest,Tempest,0.75
Dakmor Sorceress,Portal Second Age,3.90
Armageddon,Portal Second Age,5.57
Port Town,Shadows over Innistrad,1.05
Springjack Shepherd,Eventide,1.87
Alluring Scent,Portal Second Age,0.81
Goblin Lore,Portal Second Age,7.00
